Unnamed: 0,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,target,song_title,artist
1534,623,0.47,394920,156,187,2,104,-17.036,1,399,118.176,4.0,591,0,Blue Ballad,Phil Woods
1535,992,447,1004627,163,776,8,654,-14.835,1,707,74.933,3.0,0.19,0,The Nearness of You,Joshua Redman
1536,921,445,391707,223,884,3,131,-17.402,1,374,110.821,4.0,0.22,0,It Never Entered my Mind,Mulgrew Miller
1537,0.81,421,337733,161,21,2,978,-25.358,0,374,110.926,4.0,155,0,Blue in Green,Miles Davis
1538,0.99,326,168667,575,887,4,281,-16.5,1,393,127.397,5.0,311,0,Where or When,Wynton Marsalis
1539,0.87,446,492080,242,497,8,105,-14.152,1,368,126.681,4.0,176,0,Count Your Blessings,Seamus Blake
1540,823,526,322133,0.17,777,9,114,-13.089,0,411,117.414,4.0,173,0,Good Morning Heartache,Scott Hamilton
1541,965,445,396520,978,915,3,121,-26.924,1,397,117.283,4.0,172,0,Two Sleepy People,Marcus Gilmore
1542,924,533,221733,148,932,0,112,-18.275,1,329,63.637,4.0,103,0,Can't Help Loving,Beegie Adair
1543,761,383,447280,131,194,7,973,-17.764,1,33,98.606,4.0,999,0,The Nearness Of You,Bill Charlap
1544,846,569,282320,117,852,5,978,-22.741,1,446,60.483,4.0,102,0,When Sunny Gets Blue,McCoy Tyner
1545,961,484,389893,291,474,10,115,-23.363,1,459,98.434,4.0,0.38,0,Blue and Sentimental,Julian Dash
1546,986,388,232046,354,956,7,178,-25.766,1,421,143.514,4.0,192,0,Almas vaggvisa,Jan Lundgren Trio
1547,857,364,317946,114,635,1,839,-16.552,1,333,117.715,3.0,581,0,Before It's Time To Say Goodbye,Kenny Garrett
1548,967,539,294667,678,168,0,114,-18.039,1,468,124.105,4.0,257,0,Autumn Nocturne,Lou Donaldson
1549,971,0.45,289693,437,0.88,10,948,-29.46,1,374,63.938,4.0,906,0,Eleanor,Hank Jones
1550,886,386,348533,125,878,9,189,-19.892,0,572,78.553,3.0,132,0,Angel Eyes,"Tommy Flanagan, Ron Carter & Tony Williams"
1551,868,0.42,336373,105,587,6,957,-20.502,1,35,99.873,4.0,108,0,Good Morning.Goodbye,Dan Cray Trio
1552,971,428,294587,212,0.73,0,169,-15.442,0,32,98.096,3.0,312,0,Doubts 2,Ibrahim Maalouf
1553,0.96,0.32,325400,156,904,2,775,-12.258,1,33,159.618,3.0,623,0,The Last Goodbye,Nicholas Payton
1554,0.96,411,246067,416,925,1,64,-23.23,1,414,97.96,4.0,746,0,Where Do You Start,Brad Mehldau Trio
1555,748,0.52,341667,748,633,8,102,-24.477,1,497,107.327,4.0,134,0,The Man I Love,Marcus Roberts
1556,905,0.42,257693,802,857,7,135,-21.795,1,0.04,122.041,3.0,513,0,Gary's Theme - Remastered,Bill Evans
1557,912,399,325587,307,623,1,115,-14.38,1,347,116.308,4.0,621,0,Trust,Roy Hargrove
1558,937,428,240093,0.3,658,0,168,-8.885,1,34,122.667,5.0,221,0,The Folks Who Live on the Hill,Joshua Redman
1559,717,423,335333,158,75,0,975,-15.59,0,346,106.974,4.0,0.19,0,All The Way,Bob Berg
1560,0.93,336,314493,328,732,7,111,-15.005,0,386,184.007,3.0,198,0,Emperor Jones - Instrumental,Joe Lovano
1561,903,257,376573,216,134,8,979,-16.266,0,365,65.125,3.0,0.19,0,Isadora,Christian Scott
1562,901,368,428973,0.14,874,0,688,-15.005,0,45,61.758,4.0,172,0,I Remember Clifford,Lee Morgan
1563,195,323,244867,118,694,5,241,-22.751,0,449,79.554,4.0,706,0,Sous le Ciel de Paris,Jacky Terrasson
1564,978,575,258040,935,452,3,109,-15.906,1,858,65.23,4.0,289,0,You Go To My Head,Art Pepper
1565,0.91,421,763467,967,415,7,218,-16.441,0,509,77.401,4.0,183,0,Gloomy Sunday,Branford Marsalis
1566,936,358,212493,0.16,0.34,8,896,-12.658,0,352,179.955,3.0,246,0,I Didn't Know About You,Johnny Hodges
1567,918,331,507533,861,902,5,106,-21.226,1,354,107.436,4.0,152,0,I Have Dreamed,Christian McBride
1568,971,633,149072,0.12,871,5,121,-20.066,0,428,115.51,3.0,473,0,Fools Rush In,Teddy Wilson
1569,899,461,477173,389,15,0,927,-20.482,1,399,109.374,4.0,121,0,Dreamsville,David Halliday
1570,827,458,482187,217,805,5,194,-16.582,1,328,107.506,4.0,125,0,Old Folks,Xavier Davis
1571,972,448,308893,532,876,5,863,-27.35,1,454,99.757,4.0,189,0,I Got It Bad And That Ain't Good,Oscar Peterson Trio
1572,0.97,509,252947,461,911,1,134,-10.693,1,427,132.709,4.0,368,0,My Romance,Gene Ammons
1573,949,386,567920,148,792,0,665,-18.921,0,367,94.88,4.0,128,0,The Peacocks,Anthony Wonsey Trio
1574,973,407,418000,106,762,1,123,-19.078,1,375,94.231,4.0,0.23,0,A Nightingale Sang In Berkeley Square,Stan Getz
1575,967,384,206040,544,964,0,115,-19.791,1,485,181.262,3.0,301,0,A Hundred Dreams from Now,Ray Bryant
1576,978,514,323200,814,873,0,219,-17.149,0,361,64.97,3.0,235,0,My Little Brown Book,Duke Ellington
1577,577,848,261933,465,543,1,101,-9.029,0,524,94.02,4.0,622,0,Moving On and Getting Over,John Mayer
1578,144,736,185588,616,2.29e-06,4,268,-8.016,1,345,101.966,4.0,0.89,0,Safe,Bay Ledges
1579,652,865,246610,548,161,10,113,-7.379,0,192,109.989,4.0,879,0,Second Nature,Stalking Gia
1580,311,677,236786,738,144,6,138,-6.287,1,467,98.963,4.0,561,0,The Best Crew,Tep No
1581,273,784,266455,587,107,9,356,-6.361,1,422,107.999,4.0,0.85,0,Hideout,Parcels
1582,0.83,534,238265,582,0.0,2,125,-6.22,1,424,186.346,4.0,289,0,No Le Digas Que Hacer,Karina Vismara
1583,826,876,51547,301,0.0,0,419,-7.866,1,436,69.009,4.0,932,0,Peas Pudding Hot,The Kids Band
1584,791,718,144733,315,0.0,6,228,-13.869,1,181,96.981,4.0,592,0,Biscuits in the Oven,Raffi
1585,71,498,106680,721,0.0,4,122,-6.695,1,327,93.31,4.0,673,0,Jelly Beans,The Hipwaders
1586,336,0.89,129187,891,0.0,2,97,-5.542,1,483,119.993,4.0,947,0,My Favorite Snack,Imagination Movers
1587,649,603,100693,355,0.0,0,952,-9.624,1,566,111.405,4.0,441,0,Curse of the Spinach,Trout Fishing in America
1588,519,567,160133,436,0.0,2,247,-9.45,1,158,97.206,4.0,598,0,Mosquito Burrito,Roger Day
1589,147,554,191947,844,7.27e-06,9,329,-7.763,1,468,159.119,4.0,935,0,C'mon Let's Make A Pizza,We Kids Rock
1590,461,873,127227,511,1.22e-06,2,655,-12.303,1,368,127.93,4.0,972,0,Jelly On A Plate,The Kids Band
1591,741,941,47547,256,1.06e-05,1,841,-11.478,1,108,110.082,4.0,545,0,Little Green Apple,Tumble Tots
1592,809,802,156373,288,0.0,7,745,-11.372,1,129,119.882,4.0,722,0,Always Chew Your Food,Trout Fishing in America
1593,278,693,87705,578,1.52e-06,0,121,-11.129,1,0.18,78.158,4.0,851,0,"Icy, Creamy Ice Cream",Barney
1594,995,471,82293,148,934,3,181,-33.097,1,558,102.271,3.0,183,0,"Lyric Pieces, Book I Op. 12: I. Arietta",Edvard Grieg
1595,915,277,295747,156,654,7,148,-24.801,1,482,117.119,3.0,855,0,"String Quartet No. 4 in C Major, D. 46: II. Andante con moto",Franz Schubert
1596,995,333,221173,288,819,1,73,-31.367,1,423,100.189,3.0,857,0,"8 Fantasiestücke, Op.12 : 1. Des Abends",Robert Schumann
1597,971,338,455307,539,328,9,121,-21.863,0,414,103.861,4.0,205,0,"String Quartet No. 5 in C Major, Op. 29, ""Serenade"": II. Ballata: Allegretto scherzando",Wilhelm Stenhammar
1598,953,156,458000,23,338,10,165,-31.082,1,445,140.715,4.0,588,0,"Piano Quartet in E flat, Op.47: 3. Andante cantabile",Robert Schumann
1599,993,294,621280,142,912,7,673,-20.374,1,388,94.296,4.0,199,0,"Piano Sonata No. 18 in G Major, Op. 78, D. 894: IV. Allegretto",Franz Schubert
1600,913,152,275653,626,204,5,142,-20.947,1,395,137.174,5.0,484,0,"Trio Sonata in G Major, Wq. 144: I. Adagio",Carl Philipp Emanuel Bach
1601,983,236,260000,632,452,10,101,-21.189,0,439,133.959,5.0,559,0,"Trio No. 2 en Mi Mineur, Op. 92: III. Andante con moto",Camille Saint-Saëns
1602,951,173,649415,619,526,5,132,-20.788,1,466,72.695,4.0,886,0,"String Quintet in C Major, Op. 29: II. Adagio molto espressivo",Ludwig van Beethoven
1603,991,295,784013,918,884,0,114,-22.769,0,385,98.939,4.0,119,0,Viola Sonata in C Minor: III. Andante con variazioni,Felix Mendelssohn
1604,841,757,175238,867,992,0,125,-2.529,0,362,125.962,4.0,518,0,Magic City,Wahlstedt
1605,319,514,184762,862,171,0,119,-6.329,0,156,126.112,4.0,487,0,Livin' 4 Ya,MOTi
1606,682,412,257846,0.83,739,3,108,-4.976,0,651,127.894,4.0,239,0,Last Chance,Kaskade
1607,623,654,236308,728,404,6,688,-8.477,0,577,130.006,4.0,281,0,Nite Time - Ruby & Tony Radio Edit,George Acosta
1608,43,638,196132,828,0.0,7,903,-4.53,1,393,122.037,4.0,102,0,Satellites,DubVision
1609,316,591,185171,881,203,6,303,-4.073,0,614,128.076,4.0,0.16,0,Can't Take It,Breathe Carolina
1610,59,624,187838,732,142,4,254,-6.372,0,273,132.025,4.0,292,0,All Aloud,Adrian Lux
1611,282,369,187549,801,0.0,1,266,-5.302,1,384,128.09,4.0,311,0,Close,IZECOLD
1612,58,704,377153,962,128,7,0.22,-3.095,1,115,127.997,4.0,727,0,Cascade - Original Mix,Tommy Trash
1613,141,0.48,179893,878,0.0,6,587,-6.59,0,743,136.006,4.0,0.19,0,Waiting,Dash Berlin
1614,86,707,220640,471,839,9,179,-7.667,1,354,125.014,4.0,354,0,Everytime We Touch,David Guetta - Sébastian Ingrosso - Joachim Garraud - Chris Willis - Steve Angello
1615,732,623,192000,975,0.16,3,614,-2.632,0,109,125.94,4.0,247,0,Milky Way,Madison Mars
1616,837,184,221286,871,167,8,0.15,-3.245,0,661,127.972,4.0,213,0,You,Galantis
1617,24,691,381732,951,412,0,316,-4.989,1,879,126.989,4.0,617,0,La Tromba Risin' (feat. Tasita D'Mour),Chris Lake
1618,259,0.66,254879,652,0.0,8,673,-4.747,1,582,127.977,4.0,167,0,Crash 2.0 (Adventure Club vs. DallasK),Adventure Club
1619,338,569,190155,896,958,1,633,-3.114,1,489,128.083,4.0,113,0,Raven,John Dahlbäck
1620,689,798,194000,809,765,1,998,-5.898,0,63,120.044,4.0,766,0,Icarus - Black Caviar Remix,R3hab
1621,475,539,209531,936,104,10,106,-3.803,1,112,128.015,4.0,211,0,Wasted Love (feat. Dougy),Steve Angello
1622,695,583,233239,748,241,6,0.22,-4.798,1,292,142.029,4.0,234,0,Summer,Marshmello
1623,362,0.56,162383,916,963,7,102,-3.328,0,661,144.933,4.0,577,0,Catch Me (feat. Naaz),Flux Pavilion
1624,144,507,213338,665,0.0,0,759,-7.598,1,474,126.879,4.0,406,0,Save the World - Radio Mix,Swedish House Mafia
1625,164,703,346930,684,378,8,744,-6.532,1,778,126.027,4.0,222,0,"Wild One Two - feat. David Guetta, Nicky Romero & Sia",Jack Back
1626,136,526,322227,861,732,2,596,-5.871,0,587,128.032,4.0,114,0,Fire In Your New Shoes (feat. Martina of Dragonette) - Sultan & Ned Shepard Electric Daisy Remix,Kaskade
1627,124,412,205440,871,128,1,0.2,-4.893,0,458,125.043,4.0,132,0,Calling (Lose My Mind) - Radio Edit,Sebastian Ingrosso
1628,168,737,368476,614,534,6,682,-6.001,0,0.4,127.987,4.0,394,0,Language,Porter Robinson
1629,8.45e-05,649,214042,706,831,8,163,-7.209,0,31,128.032,4.0,744,0,Strobe - Radio Edit,deadmau5
1630,896,0.49,200992,811,0.0,1,898,-2.524,0,44,125.965,4.0,564,0,Seek Bromance (Avicii Vocal Edit) - Avicii Vocal Edit,Tim Berg
1631,429,502,248447,756,769,7,377,-6.118,0,363,128.125,4.0,605,0,Poison,Martin Garrix
1632,241,713,208620,0.81,0.0,0,936,-3.353,0,918,130.006,4.0,667,0,Take Over Control - Radio Edit,Afrojack
1633,338,575,300013,913,816,7,605,-6.081,1,402,128.014,4.0,208,0,Teenage Crime - Axwell & Henrik B Remode,Adrian Lux
1634,375,747,166138,877,833,9,233,-3.782,0,664,107.991,4.0,763,0,Light It Up (feat. Nyla & Fuse ODG) [Remix],Major Lazer
1635,21,719,251429,0.81,672,8,0.5,-4.769,0,672,126.033,4.0,483,0,Turn Me Up - ViP Mix,MOTi
1636,732,509,221274,729,2.73e-05,1,233,-4.773,1,343,127.871,4.0,185,0,Together,Martin Garrix
1637,663,393,147231,0.94,264,6,546,-3.894,0,718,129.958,4.0,293,0,Whatcha Need,W&W
1638,534,605,199904,873,837,1,314,-5.938,0,344,126.026,4.0,0.47,0,Levels - Radio Edit,Avicii
1639,291,589,212627,651,3.2e-06,6,111,-5.097,1,306,90.011,4.0,161,0,Faded,Alan Walker
1640,344,561,235873,771,151,1,756,-5.533,1,36,128.025,4.0,212,0,Move for Me,Kaskade
1641,0.09,692,183747,898,941,10,478,-5.276,1,44,127.993,4.0,331,0,Turn up the Speakers - Radio Edit,Afrojack
1642,233,672,295035,785,127,8,111,-4.473,1,346,122.999,4.0,352,0,Counting Down The Days - Yotto Edit,Above & Beyond
1643,626,691,203302,721,562,11,297,-6.206,1,0.03,117.021,4.0,463,0,Summer Dreams,Michael Brun
1644,552,841,485293,673,419,9,228,-7.361,0,119,127.006,4.0,197,0,Changes - Dirty South Remix,Chris Lake Feat. Laura V
1645,31,0.51,210013,747,0.0,5,233,-4.124,1,651,125.951,4.0,349,0,Heroes (we could be),Alesso
1646,583,516,174500,786,1.77e-06,4,662,-5.514,0,106,130.069,4.0,182,0,Everything,R3hab
1647,346,723,176561,809,123,7,565,-3.081,0,625,98.007,4.0,271,0,Lean On (feat. MØ & DJ Snake),Major Lazer
1648,354,568,196000,928,211,10,478,-3.556,1,45,122.997,4.0,0.57,0,Starlight - Radio Mix,SOVI
1649,28,476,226867,815,593,4,357,-5.073,1,359,127.964,4.0,144,0,City Of Dreams - Radio Edit,Dirty South
1650,388,605,325714,642,598,3,102,-7.002,1,411,125.967,4.0,157,0,Chords Of Life - Original Mix,Tim Mason
1651,856,605,235000,884,162,7,501,-3.094,0,611,125.989,4.0,364,0,Blackout - Madison Mars Radio Mix,Tritonal
1652,273,408,247655,849,3.04e-05,11,139,-5.284,0,646,174.029,4.0,141,0,Freak,Friction
1653,158,598,383495,534,124,4,319,-5.666,0,272,115.005,4.0,473,0,Skyscrapers,Daydreamer
1654,344,529,222075,955,4.55e-05,10,353,-2.59,0,794,125.988,4.0,102,0,Chemicals - Radio Edit,Tiësto
1655,481,475,224973,838,0.0,1,304,-2.948,0,666,127.921,4.0,236,0,Run Wild - Alternative Edit Mix Cut,Hardwell
1656,111,668,212323,977,0.17,1,363,-2.673,1,515,128.06,3.0,561,0,Blackout,Pegboard Nerds
1657,178,0.69,230792,841,0.79,4,137,-5.592,0,868,130.052,4.0,533,0,Rock The House - Radio Edit,Afrojack
1658,268,624,157452,923,228,9,509,-5.449,0,335,124.994,4.0,0.39,0,Sweet Memories,CID
1659,711,719,313580,737,285,2,304,-5.219,1,32,127.991,4.0,356,0,Borrowed Lives (feat. NVDES),Pierce Fulton
1660,107,631,235025,893,632,7,147,-5.123,1,411,130.015,4.0,558,0,Concrete Angel (Radio Edit) (feat. Christina Novelli),Gareth Emery
1661,24,0.54,201290,933,954,2,371,-6.784,1,364,123.988,4.0,0.23,0,Yebisah,Mark Knight
1662,306,546,191250,772,0.0,5,733,-5.311,0,477,127.942,4.0,255,0,Otherside,Suyano
1663,281,608,219398,878,4.83e-06,0,415,-3.631,1,765,128.069,4.0,326,0,Falling Back - Radio Edit,Cosmic Gate
1664,294,591,228347,649,0.0,3,133,-6.72,1,417,90.002,4.0,482,0,Fireflies,Owl City
1665,314,559,205933,882,1.71e-05,3,605,-4.281,1,157,126.064,4.0,644,0,Good Time,Owl City
1666,243,631,218093,838,0.0,11,512,-6.817,0,818,127.938,4.0,392,0,When Can I See You Again?,Owl City
1667,2,0.55,213026,747,1.44e-06,2,113,-6.897,1,334,128.014,4.0,185,0,Verge,Owl City
1668,82,581,231707,526,369,11,113,-7.584,1,265,166.151,4.0,551,0,Vanilla Twilight,Owl City
1669,359,761,219120,639,0.0,5,945,-7.577,0,539,164.088,4.0,933,0,You Make Me Wanna...,Usher
1670,157,715,277320,721,1.75e-06,8,309,-5.622,0,541,86.26,4.0,814,0,Can't You See,Total
1671,0.27,0.67,254147,348,0.0,0,104,-12.229,1,138,113.306,5.0,0.81,0,Lost Without U,Robin Thicke
1672,757,572,297893,853,0.0,1,798,-3.203,1,217,171.297,4.0,995,0,Till I Collapse,Eminem
1673,114,858,290836,697,0.0,2,224,-5.361,1,0.23,98.012,4.0,365,0,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),Lil Dicky
1674,175,537,127427,624,2.2e-06,11,116,-8.794,1,325,102.315,4.0,0.4,0,Calm Down,G-Eazy
1675,583,688,230493,835,2.87e-06,8,795,-4.162,1,911,84.858,4.0,879,0,Remember The Name (feat. Styles Of Beyond),Fort Minor
1676,436,578,233182,909,128,7,707,-3.672,1,105,87.983,4.0,518,0,Mind Tricks,Bassnectar
1677,107,507,215291,918,8.7e-06,2,311,-4.684,1,701,92.006,4.0,275,0,Help,Papa Roach
1678,765,0.54,231107,661,0.0,3,125,-5.534,0,381,90.012,4.0,509,0,Follow You,Bring Me The Horizon
1679,278,231,200920,791,55,4,396,-4.297,0,446,87.337,4.0,404,0,Snow Cats,AFI
1680,4.82e-05,409,200677,992,2.03e-06,3,0.1,-2.803,0,108,149.859,4.0,339,0,Paranoia,A Day To Remember
1681,285,458,211430,0.99,893,8,454,-3.717,1,183,166.904,4.0,462,0,Hated,Beartooth
1682,4.24e-05,396,257120,912,631,7,124,-4.026,0,856,125.923,4.0,146,0,Shock Me,Baroness
1683,1.85e-05,0.55,238653,917,214,7,333,-4.575,1,378,109.552,3.0,247,0,The Devil's Bleeding Crown,Volbeat
1684,6.04e-05,505,219763,985,1.02e-05,5,351,-4.401,1,119,119.993,4.0,267,0,Go Down in History,Four Year Strong
1685,2.79e-05,351,165047,915,725,1,972,-4.53,0,881,184.815,4.0,457,0,Serpents,Neck Deep
1686,267,442,239451,892,7.92e-06,9,758,-6.431,0,86,151.914,4.0,258,0,Black Honey,Thrice
1687,353,0.42,210240,929,747,7,122,-3.899,0,121,127.204,4.0,318,0,Chop Suey!,System Of A Down
1688,245,623,228467,886,0.0,1,247,-3.044,1,404,92.021,4.0,691,0,Something To Believe In,Young the Giant
1689,643,585,216760,757,0.0,4,741,-5.424,1,302,109.781,4.0,615,0,She Hates Me,Puddle Of Mudd
1690,154,559,213093,895,0.0,1,175,-4.476,0,832,183.825,4.0,563,0,Don't Threaten Me With A Good Time,Panic! At The Disco
1691,172,542,203347,905,104,9,136,-5.653,1,54,153.398,4.0,365,0,Sex on Fire,Kings of Leon
1692,122,0.7,234308,714,0.0,9,428,-6.295,0,104,99.909,4.0,482,0,Cold,Maroon 5
1693,119,0.64,220781,533,0.0,0,864,-6.596,1,706,99.968,4.0,0.5,0,It Ain't Me (with Selena Gomez),Kygo
1694,687,393,239451,505,0.0,5,101,-7.048,1,289,163.938,3.0,205,0,Bring Me the Night,Sam Tsui feat. Kina Grannis
1695,109,599,212013,677,8.04e-06,0,612,-4.722,0,35,81.021,4.0,458,0,Crush,David Archuleta
1696,576,591,218373,866,0.0,2,146,-2.877,1,536,86.981,4.0,496,0,Song 2 You,Victorious Cast
1697,109,616,179600,0.91,0.0,8,806,-3.316,0,124,150.038,4.0,709,0,L.A. Boyz,Victorious Cast feat. Victoria Justice and Ariana Grande
1698,197,593,194893,814,0.0,9,0.18,-4.802,1,166,146.919,4.0,0.47,0,Faster than Boyz,Victorious Cast
1699,501,581,197160,0.86,0.0,10,305,-3.459,1,36,122.941,4.0,0.48,0,Bad Boys,Victorious Cast
1700,123,428,221720,781,1.47e-05,6,104,-5.032,0,608,82.353,4.0,0.72,0,"Too Little, Too Late",JoJo
1701,799,0.66,304293,255,0.0,10,797,-9.79,1,278,103.087,4.0,508,0,Fast Car (feat. Kina Grannis),Kina Grannis
1702,474,672,184960,396,0.0,2,921,-9.489,0,349,130.015,4.0,464,0,In Your Arms,Kina Grannis
1703,292,862,150707,351,0.0,9,105,-11.793,1,439,124.964,4.0,504,0,Valentine,Kina Grannis
1704,436,696,157187,439,0.0,7,353,-9.438,1,0.07,135.925,4.0,686,0,The One You Say Goodnight To,Kina Grannis
1705,167,631,253107,591,0.0,11,812,-7.669,1,333,137.917,4.0,459,0,Gone,Kina Grannis
1706,634,637,195167,507,0.0,6,386,-9.59,0,283,105.932,4.0,566,0,Strong Enough,Kina Grannis
1707,226,546,231240,522,0.0,4,129,-7.113,1,361,117.299,4.0,494,0,Without Me,Kina Grannis
1708,784,593,208000,872,0.0,1,286,-4.525,0,959,91.964,4.0,521,0,L.A. Story,Sammy Adams
1709,112,688,186800,795,0.0,5,133,-6.161,1,47,125.044,4.0,773,0,Something About the Sunshine,Anna Margaret
1710,114,586,176360,896,0.0,3,175,-4.572,1,0.11,94.954,4.0,353,0,Like Nobody's Around,Big Time Rush
1711,101,403,201720,883,0.0,4,109,-3.385,1,87,202.013,4.0,769,0,Amazing,Big Time Rush
1712,987,614,201040,857,0.0,1,177,-4.171,0,111,164.146,4.0,655,0,Boyfriend,Big Time Rush
1713,735,531,224333,771,0.0,4,0.17,-6.162,1,468,159.973,4.0,608,0,Worldwide,Big Time Rush
1714,273,599,197587,888,0.0,11,0.28,-2.931,0,514,121.05,4.0,0.84,0,Big Time Rush,Big Time Rush
1715,178,644,200613,842,0.0,8,796,-4.787,1,429,99.05,4.0,852,0,Popular Song,MIKA
1716,671,543,183960,852,0.0,1,822,-3.737,1,787,129.023,4.0,689,0,All About Tonight - featuring Cymphonique Miller,How To Rock Cast
1717,219,638,209933,705,0.0,2,156,-4.47,1,35,91.961,4.0,292,0,Count On You,Big Time Rush
1718,196,437,175587,802,0.0,2,709,-5.709,1,997,121.387,5.0,604,0,I Know You Know,Big Time Rush
1719,479,695,218187,579,0.0,0,556,-5.066,1,325,88.957,4.0,731,0,Bring It All to Me,Blaque
1720,117,0.85,258113,398,0.0,7,263,-9.816,1,534,99.717,4.0,717,0,Too Close,Next
1721,453,841,278467,552,154,7,533,-10.345,1,498,99.018,4.0,596,0,I'm So Into You,SWV
1722,409,618,291880,688,6.32e-06,5,0.3,-5.867,0,477,78.311,4.0,561,0,Don't Let Go (Love),En Vogue
1723,29,583,271093,681,6.03e-05,11,999,-8.152,0,585,188.256,4.0,0.57,0,Candy Rain,Soul For Real
1724,67,829,243159,652,0.0,7,812,-8.693,0,108,99.581,4.0,717,0,Wifey,Next
1725,396,635,329907,0.53,0.0,8,118,-8.1,1,328,116.631,4.0,204,0,On Bended Knee,Boyz II Men
1726,267,809,275080,522,1.97e-05,10,729,-8.747,0,821,99.001,4.0,879,0,Get It On Tonite,Montell Jordan
1727,74,642,348893,421,0.0,5,676,-9.32,0,237,74.849,3.0,453,0,End Of The Road,Boyz II Men
1728,105,563,235853,487,0.0,2,884,-7.775,1,234,142.53,3.0,248,0,I'll Make Love To You,Boyz II Men
1729,468,578,201280,375,0.0,0,156,-12.951,1,272,89.605,4.0,561,0,Water Runs Dry,Boyz II Men
1730,499,571,301587,447,0.0,7,125,-8.757,1,338,75.019,4.0,162,0,A Song For Mama,Boyz II Men
1731,788,873,301200,591,71,7,104,-8.942,1,102,123.091,4.0,0.49,0,Together Again,Janet Jackson
1732,135,729,272360,914,672,2,156,-4.043,1,41,127.907,4.0,918,0,Someone To Call My Lover,Janet Jackson
1733,264,815,283934,944,38,1,181,-6.698,1,513,115.219,4.0,681,0,Escapade,Janet Jackson
1734,198,571,199640,0.87,6.6e-06,8,564,-3.877,0,641,172.716,4.0,815,0,Bye Bye Bye,*NSYNC
1735,0.3,0.55,266293,563,0.0,2,122,-7.019,1,313,166.004,4.0,462,0,This I Promise You - Radio Edit,*NSYNC
1736,479,647,191280,0.87,0.0,0,485,-4.702,0,798,165.103,4.0,906,0,It's Gonna Be Me,*NSYNC
1737,0.44,468,243493,535,0.0,10,101,-8.264,1,436,168.001,4.0,298,0,God Must Have Spent a Little More Time on You - Remix,*NSYNC
1738,743,754,199787,946,391,8,401,-2.149,0,403,112.042,4.0,865,0,I Want You Back - Radio Edit,*NSYNC
1739,412,841,175520,866,0.0,11,212,-6.342,1,118,119.941,4.0,875,0,Pop - Radio Version,*NSYNC
1740,799,685,209560,872,0.0,7,323,-6.939,1,321,110.046,4.0,806,0,Tearin' up My Heart - Radio Edit,*NSYNC
1741,0.16,773,211907,801,0.0,0,111,-5.562,1,281,98.205,4.0,0.8,0,As Long as You Love Me,Backstreet Boys
1742,66,798,232027,862,1.65e-06,11,168,-4.95,0,336,100.031,4.0,893,0,Quit Playing Games (With My Heart),Backstreet Boys
1743,877,527,287027,578,0.0,7,155,-6.012,0,283,162.11,3.0,0.35,0,I'll Never Break Your Heart,Backstreet Boys
1744,563,729,274827,561,0.0,1,657,-7.162,1,28,95.981,4.0,395,0,All I Have to Give,Backstreet Boys
1745,117,697,203600,856,0.0,10,287,-4.439,0,752,104.202,4.0,732,0,The Call,Backstreet Boys
1746,0.24,683,213027,687,0.0,6,131,-5.833,0,274,99.035,4.0,486,0,I Want It That Way,Backstreet Boys
1747,245,634,234587,624,0.0,6,767,-5.095,0,255,167.992,4.0,668,0,Show Me the Meaning of Being Lonely,Backstreet Boys
1748,252,571,230280,0.77,0.0,9,154,-5.46,1,0.03,96.09,4.0,529,0,Shape of My Heart,Backstreet Boys
1749,522,862,301520,479,126,7,589,-9.199,1,646,109.878,4.0,919,0,I'll Be Missing You (feat. 112),Diddy
1750,397,0.66,268800,707,0.0,6,211,-5.758,1,208,89.279,4.0,779,0,I Need A Girl (Part One) (feat. Usher & Loon),Diddy
1751,0.31,596,232573,661,0.0,5,847,-6.239,0,226,129.491,5.0,864,0,Where the Party At,Jagged Edge
1752,0.26,725,296693,487,1.09e-05,8,431,-5.959,0,368,136.086,4.0,595,0,I Wanna Know,Joe
1753,819,651,232227,645,0.0,1,919,-6.741,1,223,96.394,4.0,668,0,Stay,Ne-Yo
1754,273,699,207187,592,0.0,6,202,-8.298,1,262,94.933,4.0,587,0,So Sick,Ne-Yo
1755,304,654,222000,564,0.0,6,107,-7.186,1,235,86.948,4.0,458,0,When You're Mad,Ne-Yo
1756,265,622,220853,503,473,8,596,-6.417,1,433,93.984,4.0,0.6,0,Sexy Love,Ne-Yo
1757,117,634,331240,528,2.26e-06,1,565,-8.834,1,309,128.0,4.0,187,0,All My Life,K-Ci & JoJo
1758,786,779,254067,711,2.4e-05,0,373,-4.054,1,144,96.472,4.0,857,0,Take Me There - Remix,Blackstreet
1759,58,686,267947,952,333,9,283,-5.169,1,458,104.889,4.0,641,0,MMMBop,Hanson
1760,565,0.78,236827,0.69,8.19e-05,1,716,-4.958,0,445,98.002,4.0,327,0,Case Of The Ex (Whatcha Gonna Do),Mýa
1761,207,833,209490,677,3.92e-06,4,286,-6.413,1,103,132.876,4.0,731,0,My Love Is Like...Wo - Main Mix/Album Version,Mýa
1762,373,592,250173,562,3.23e-05,10,223,-6.869,0,239,90.16,4.0,0.2,0,Angel of Mine - Radio Mix,Monica
1763,243,652,294867,473,0.0,0,134,-7.981,0,313,123.208,4.0,0.36,0,For You I Will,Monica
